daily_date,total_sales,customer_id
2020-05-22,20000,C00004923
2022-04-10,18900,C00009861
2022-04-26,19800,C00008792
2020-11-15,18400,C00007506
2021-05-30,2180,C00014166
2022-05-15,5280,C00015783
2021-01-23,14300,C00011169
2022-03-25,21000,C00008610
2022-02-20,18000,C00008053
2020-01-11,15900,C00012211
2021-03-28,14100,C00012972
2020-11-01,1200,C00000141
2020-03-29,22100,C00015046
2021-12-03,16500,C00010846
2021-02-06,7800,C00001226
2021-01-31,2180,C00009211
2021-01-16,35200,C00018699
2021-01-23,4800,C00008452
2020-01-04,19800,C00014345
2020-09-27,20800,C00001622
2021-03-22,18100,C00014271
2021-10-30,7600,C00005083
2020-03-14,38900,C00014304
2021-10-02,16800,C00007265
2022-01-29,5890,C00013058
2022-01-07,21000,C00002687
2022-03-20,4300,C00007554
2020-01-25,38900,C00008524
2022-01-08,7600,C00009894
2020-11-28,22100,C00010712
2022-01-02,2180,C00008858
2021-05-11,14100,C00006214
2021-12-12,22100,C00018266
2021-04-09,18100,C00012573
2021-05-23,19800,C00000912
2021-10-23,38900,C00006879
2020-09-06,7600,C00008996
2021-12-12,11000,C00001501
2021-02-07,33600,C00006018
2020-01-28,18900,C00003539
2021-04-24,4300,C00009969
2021-10-12,15100,C00014119
2021-01-20,22100,C00005603
2021-01-17,31900,C00008024
2022-02-20,7600,C00007106
2022-01-15,16000,C00017049
2021-04-17,2180,C00008630
2022-02-26,5280,C00006459
2020-11-29,16800,C00005769
2022-04-10,8900,C00015976
2021-11-06,16800,C00009561
2020-09-13,16800,C00009601
2022-01-06,7600,C00000488
2020-05-04,4300,C00004766
2021-04-25,19800,C00017255
2021-02-20,41200,C00000029
2022-04-17,35200,C00000684
2021-04-04,21000,C00018467
2021-01-21,18100,C00017176
2021-07-31,14500,C00012296
2021-03-18,19800,C00004312
2021-12-19,16500,C00000278
2021-08-21,22100,C00002582
2022-05-15,39600,C00000682
2022-01-11,18000,C00016367
2021-02-07,16800,C00002600
2020-08-09,31000,C00000982
2021-12-18,14300,C00016260
2021-05-23,35200,C00010169
2020-02-02,16800,C00017142
2022-03-23,31900,C00015966
2021-10-31,16800,C00015059
2021-10-26,21000,C00016802
2022-04-14,14100,C00001742
2021-10-09,19400,C00015029
2020-12-07,15100,C00014588
2020-12-03,9800,C00005777
2021-10-24,18000,C00018816
2021-03-08,21000,C00016283
2021-11-20,35200,C00005344
2020-09-12,18100,C00001333
2020-11-29,18900,C00007293
2020-02-08,35200,C00015942
2021-11-13,33000,C00018607
2020-12-02,1200,C00007356
2020-11-07,18900,C00018270
2021-10-14,18900,C00006915
2021-03-17,18000,C00014958
2020-10-25,12400,C00015813
2021-01-03,14300,C00016730
2021-01-10,4300,C00010108
2020-03-08,31000,C00005399
2020-04-04,8800,C00002177
2022-02-19,980,C00013277
2021-06-26,20000,C00011420
2022-04-30,31900,C00000159
2020-02-21,10560,C00013835
2021-03-20,21000,C00001253
2020-03-22,39600,C00006027
2021-04-25,14300,C00004601
2021-12-14,7800,C00010018
2021-04-12,31900,C00008387
2021-03-03,17600,C00013251
2020-10-17,31900,C00018327
2020-01-18,8900,C00004488
2021-03-02,20800,C00017369
2022-01-25,17000,C00003257
2021-05-30,41200,C00015601
2021-10-09,4300,C00006615
2021-02-28,7600,C00018280
2020-04-18,22100,C00014012
2021-11-06,18900,C00007287
2021-08-11,17000,C00018714
2021-01-13,19800,C00003118
2021-05-02,11000,C00015517
2022-03-12,18400,C00011716
2021-10-21,1200,C00000608
2021-03-20,7800,C00018035
2021-03-28,22100,C00008174
2021-12-20,2280,C00015154
2022-02-13,16500,C00008546
2020-05-22,19800,C00015203
2021-12-01,7600,C00015076
2020-04-12,5890,C00009848
2022-01-29,14500,C00007401
2020-01-30,7600,C00004872
2021-02-20,14300,C00005170
2021-08-29,16800,C00004693
2022-05-06,21000,C00004826
2021-02-06,16800,C00013996
2021-01-07,22100,C00012580
2021-11-26,7600,C00018975
2020-01-27,4800,C00014772
2020-03-08,22100,C00017560
2020-01-09,7600,C00005315
2021-02-14,16500,C00000196
2021-05-15,1200,C00015365
2020-02-29,980,C00007572
2020-01-18,16800,C00012745
2022-01-06,7800,C00016715
2021-02-13,7600,C00003239
2021-01-10,14300,C00006937
2020-12-10,7600,C00018147
2021-02-20,18100,C00013608
2020-06-13,63800,C00004803
2021-11-14,22100,C00018656
2021-10-06,12400,C00008433
2020-04-25,38900,C00012715
2021-06-05,4800,C00000951
2021-01-10,16800,C00017473
2021-11-21,12900,C00008995
2021-02-27,17000,C00009398
2020-11-15,14500,C00017467
2022-01-15,16800,C00014307
2020-12-09,980,C00013428
2021-07-13,17600,C00015517
2020-08-02,39600,C00018359
2021-11-22,62000,C00012031
2020-02-09,7600,C00013777
2020-02-08,37800,C00015079
2021-12-01,18000,C00009577
2022-02-08,17600,C00005689
2022-01-28,61600,C00001789
2020-12-20,19800,C00000928
2021-10-15,61600,C00015011
2021-03-23,20800,C00003023
2020-03-07,31900,C00001116
2022-01-11,2180,C00007481
2020-11-18,19800,C00014423
2020-05-16,5280,C00010482
2022-05-23,22100,C00005443
2020-12-19,15900,C00000917
2022-02-24,35200,C00017969
2020-09-23,7900,C00008946
2022-03-17,4300,C00001776
2022-01-11,16800,C00012408
2022-04-09,18400,C00002964
2021-12-05,17000,C00014462
2020-09-26,17000,C00002466
2021-10-11,62000,C00018234
2020-05-16,2280,C00002579
2021-02-21,15100,C00011975
2021-04-30,41200,C00003964
2021-01-09,31900,C00016395
2022-02-06,7600,C00005180
2021-05-15,61600,C00017083
2022-04-24,31000,C00014449
2022-01-03,980,C00001970
2021-01-28,31900,C00001034
2022-02-10,21000,C00004458
2020-02-26,2180,C00016635
2020-01-21,980,C00012995
2021-11-04,18900,C00001693
2020-02-08,8800,C00016302
2021-02-13,35200,C00000940
2020-02-16,20000,C00016262
2021-04-09,9800,C00002797
2020-03-21,18900,C00003569
2022-04-03,19800,C00004727
2022-03-25,35200,C00008943
2022-05-24,9800,C00007341
2021-12-19,8700,C00006711
2020-05-24,4800,C00000803
2022-04-03,21000,C00006220
2021-02-11,18000,C00017739
2021-12-12,15900,C00010153
2020-02-29,980,C00005579
2022-05-09,39600,C00012266
2021-03-28,7900,C00010454
2021-11-06,77800,C00003103
2020-04-18,14300,C00018100
2022-04-22,12300,C00000839
2021-10-09,16800,C00009785
2021-12-12,15900,C00007368
2021-02-06,20000,C00015938
2021-06-19,18100,C00015278
2021-03-06,14300,C00013270
2022-01-02,17000,C00017007
2021-09-04,16800,C00008392
2022-04-25,2180,C00010888
2022-02-19,7600,C00004888
2020-06-02,39600,C00012309
2021-01-02,54800,C00016675
2021-12-29,14300,C00006529
2022-02-06,35200,C00006326
2020-03-14,10000,C00005045
2020-03-12,22100,C00001940
2020-03-29,19800,C00018108
2021-04-17,21000,C00016954
2020-09-06,5280,C00015048
2022-02-08,31000,C00011251
2020-04-30,16500,C00012147
2021-10-26,18900,C00017225
2020-05-20,14100,C00006209
2022-04-09,19400,C00004632
2022-02-26,38900,C00012653
2022-02-13,19800,C00016536
2020-06-20,18100,C00003526
2021-09-26,2280,C00010513
2021-01-10,14300,C00008414
2021-02-24,8300,C00011805
2020-05-16,41200,C00010982
2022-02-06,14100,C00009696
2022-02-14,15100,C00009087
2021-04-04,4300,C00002237
2021-11-06,21000,C00000816
2021-01-30,30800,C00007451
2020-07-05,980,C00002585
2020-11-22,20000,C00000826
2022-02-05,19800,C00012847
2021-06-19,14100,C00016904
2020-02-09,1200,C00018448
2022-02-26,39600,C00012361
2021-01-23,19600,C00008970
2022-05-25,31900,C00009718
2020-03-30,10000,C00018587
2021-09-12,18900,C00003679
2020-01-22,18900,C00018369
2022-01-01,7600,C00010846
2022-01-12,7800,C00006329
2021-01-19,38900,C00004772
2022-02-06,8900,C00014339
2021-09-17,31800,C00012980
2020-01-26,7800,C00008929
2020-03-08,18000,C00016044
2020-02-24,10000,C00004948
2020-04-04,18400,C00011291
2020-11-02,16500,C00012031
2020-03-08,17000,C00014073
2020-02-02,12300,C00013504
2022-01-06,8900,C00004579
2021-10-30,18000,C00017872
2021-03-28,5890,C00006814
2021-01-17,39600,C00011545
2020-10-17,8800,C00002546
2020-12-02,20800,C00011833
2021-02-23,21000,C00011915
2021-02-02,14300,C00003369
2020-03-10,16800,C00005045
2020-01-30,18400,C00008009
2021-04-15,31000,C00002582
2020-11-29,2180,C00008166
2021-01-24,17600,C00015780
2020-02-15,39600,C00017572
2022-02-12,20000,C00005689
2021-09-12,1200,C00007934
2020-02-02,31900,C00011797
2020-02-14,20000,C00017544
2020-02-19,7800,C00011594
2021-12-18,15900,C00014777
2020-02-08,19800,C00000714
2020-03-15,18400,C00011115
2022-02-15,12300,C00000783
2022-04-24,18900,C00012732
2021-03-20,4300,C00000431
2020-02-15,31900,C00005758
2022-02-07,10000,C00017296
2022-01-01,21000,C00000539
2021-04-29,41200,C00016423
2021-08-04,16500,C00016162
2022-03-19,7600,C00000009
2021-09-08,14300,C00015900
2022-03-19,31900,C00005186
2021-11-20,4300,C00004127
2022-03-26,15100,C00002016
2021-11-07,35200,C00016132
2022-04-02,4800,C00000816
2022-01-18,14100,C00004086
2021-07-19,20800,C00011579
2020-11-22,18000,C00004787
2021-02-28,14300,C00018864
2021-02-21,39600,C00004880
2022-01-17,20000,C00010395
2021-05-19,2180,C00015019
2021-08-15,41200,C00008253
2020-09-19,31100,C00010025
2021-04-14,79200,C00010263
2021-12-23,15900,C00005401
2020-10-04,31000,C00012964
2022-01-11,2180,C00015349
2020-10-10,19400,C00000418
2021-11-07,10200,C00015384
2022-04-30,18900,C00002031
2022-03-25,70400,C00012697
2021-12-19,5890,C00012296
2020-03-21,40000,C00017247
2020-02-01,35200,C00010072
2020-02-15,16000,C00006730
2020-05-23,31000,C00010589
2020-03-14,31000,C00009462
2020-01-22,56700,C00009137
2020-09-20,31000,C00014262
2021-04-03,980,C00014096
2021-01-21,30800,C00001889
2022-02-06,18100,C00011389
2021-01-23,19800,C00004098
2020-11-01,6800,C00004031
2020-01-12,5280,C00004213
2021-04-09,5280,C00000399
2021-12-03,7600,C00003679
2020-06-14,18900,C00006808
2021-01-03,19800,C00016128
2020-02-16,7600,C00018604
2022-01-09,35200,C00018386
2022-01-16,11780,C00015266
2021-03-20,5890,C00018136
2022-04-05,21000,C00015222
2021-02-22,16800,C00012502
2021-04-27,17600,C00011044
2021-10-24,39600,C00004855
2020-03-02,33600,C00002468
2021-01-02,4300,C00007229
2021-04-12,31000,C00011235
2020-03-14,31900,C00011942
2022-01-02,20000,C00011179
2020-02-05,38900,C00007867
2021-02-27,11000,C00018434
2020-04-19,39600,C00011815
2021-04-20,16500,C00013506
2021-01-22,14100,C00001773
2020-12-12,22100,C00017541
2020-05-17,41200,C00001398
2020-02-09,9800,C00005422
2021-03-28,9800,C00018633
2022-01-11,20000,C00011242
2020-02-16,41200,C00006716
2020-05-09,21000,C00016666
2020-01-31,7800,C00011606
2021-08-08,7600,C00007890
2021-12-18,18900,C00015177
2022-04-09,7600,C00007064
2020-04-19,31900,C00011561
2021-05-02,18100,C00013810
2021-01-16,10200,C00001251
2021-04-17,4800,C00016619
2020-11-07,31900,C00002859
2022-02-11,16800,C00006549
2020-04-30,22100,C00016649
2022-02-05,19800,C00013546
2021-09-17,17600,C00014350
2021-02-26,5280,C00005431
2022-02-19,10000,C00011514
2020-02-25,17600,C00015051
2022-03-31,19800,C00016447
2021-11-21,31000,C00001357
2020-10-08,39600,C00014019
2020-02-13,19800,C00017244
2022-04-30,17600,C00005704
2021-12-04,4300,C00018250
2021-02-01,38900,C00007204
2020-01-15,1200,C00002924
2020-05-31,8900,C00010446
2021-01-20,21000,C00009900
2022-05-30,14500,C00013566
2022-02-07,19800,C00003857
2022-03-30,20800,C00015375
2022-01-25,980,C00006199
2020-02-15,19800,C00000216
2020-01-26,14100,C00016594
2022-05-01,19080,C00015404
2022-01-09,5280,C00002956
2022-01-29,18000,C00016366
2020-12-20,2180,C00015437
2021-10-23,19800,C00002589
2020-01-15,18900,C00004245
2020-06-06,18900,C00009577
2020-08-14,10000,C00000454
2021-12-25,36200,C00004495
2021-12-10,9800,C00005301
2021-08-22,17600,C00011711
2021-07-07,8800,C00013580
2020-12-26,6800,C00014820
2022-03-19,6800,C00005004
2021-05-17,17000,C00001325
2021-08-08,5890,C00008532
2022-01-16,35200,C00015484
2022-02-12,14300,C00003977
2021-05-15,18900,C00003017
2020-06-14,30200,C00000820
2021-10-24,31000,C00004647
2021-11-20,1960,C00012703
2020-12-06,18900,C00008945
2020-12-17,19800,C00011368
2020-03-21,16800,C00018471
2020-06-06,16000,C00003065
2021-12-05,14100,C00000821
2021-02-20,20000,C00004390
2020-05-23,12900,C00003942
2021-11-07,31900,C00000017
2021-10-24,18100,C00001107
2020-12-15,2280,C00003331
2022-03-25,18000,C00017531
2021-12-26,15100,C00005715
2021-02-22,4300,C00006601
2022-03-19,14500,C00016067
2021-02-27,7800,C00008652
2021-11-06,39600,C00011780
2020-01-26,7600,C00018062
2021-12-05,14100,C00006140
2020-04-26,19400,C00018548
2022-05-15,9600,C00005010
2020-05-23,18900,C00005970
2020-07-25,14100,C00015568
2022-04-02,31000,C00003067
2020-03-29,6800,C00006196
2020-02-16,7600,C00016906
2022-05-22,19800,C00018215
2021-02-08,14300,C00013074
2020-06-02,35200,C00018383
2020-03-07,4800,C00016255
2022-03-25,18000,C00017994
2021-06-07,16500,C00006099
2022-03-13,14300,C00009862
2022-01-13,7800,C00011344
2022-01-30,18400,C00007749
2021-11-21,37800,C00001468
2020-10-04,6800,C00012322
2020-10-28,14100,C00006917
2021-07-17,12900,C00002065
2022-04-07,17000,C00013615
2021-02-28,20800,C00008919
2020-04-05,5890,C00001638
2022-01-01,980,C00006697
2022-02-13,22100,C00006461
2021-09-29,15800,C00015635
2020-11-01,14300,C00014721
2020-11-08,11000,C00006562
2021-06-20,14300,C00018350
2021-05-10,7600,C00015532
2021-05-23,17600,C00004051
2021-11-25,18900,C00015765
2020-04-18,14500,C00003833
2021-03-29,8800,C00004764
2021-01-21,18900,C00005374
2020-02-08,41200,C00000948
2020-10-03,980,C00007519
2021-05-08,19800,C00002133
2022-01-19,20800,C00018021
2021-05-29,11000,C00011932
2020-03-01,19800,C00010363
2020-02-20,39600,C00018094
2021-05-22,18400,C00010016
2021-02-27,10000,C00012989
2022-04-03,17600,C00004706
2021-03-14,14100,C00006963
2020-12-13,8900,C00018354
2022-05-17,15200,C00002526
2020-03-21,17600,C00013597
2022-04-30,5280,C00014435
2021-03-25,17000,C00006760
2021-10-31,2280,C00018260
2021-03-27,18100,C00006183
2020-10-24,6800,C00008299
2022-03-10,5890,C00008331
2020-11-26,20000,C00012513
2021-10-15,5890,C00010098
2021-10-08,20800,C00004008
2022-04-23,35200,C00016607
2021-11-20,18900,C00002150
2021-03-27,22100,C00010844
2022-01-01,41600,C00011254
2021-12-26,14300,C00009771
2021-05-30,16000,C00018909
2022-02-17,17600,C00001395
2020-03-01,7800,C00000585
2021-06-17,18900,C00001319
2021-12-03,33000,C00013594
2021-12-17,7900,C00007881
2020-01-25,31900,C00009134
2020-02-23,17600,C00005813
2022-05-25,17600,C00003735
2021-05-10,19400,C00018299
2020-03-22,17600,C00008548
2021-05-15,16800,C00003435
2021-02-21,4300,C00014756
2021-01-10,10200,C00015276
2022-03-16,18900,C00018149
2021-04-17,18900,C00000594
2022-03-26,31900,C00018530
2021-08-12,14100,C00003000
2022-04-04,18900,C00010569
2022-02-12,4300,C00006528
2020-11-23,14100,C00010963
2021-04-06,36200,C00011986
2021-07-29,41200,C00017150
2020-01-05,17600,C00016073
2022-04-02,18100,C00007716
2020-03-11,4300,C00011874
2022-02-19,11000,C00012564
2022-04-09,31900,C00016846
2021-10-12,20800,C00004719
2021-01-23,4300,C00003705
2021-11-06,14300,C00004573
2021-09-12,21000,C00013057
2021-04-03,17600,C00006109
2021-04-04,6800,C00018020
2020-12-10,38900,C00007235
2020-04-26,7600,C00009969
2021-06-30,31900,C00000607
2021-10-05,22100,C00004051
2022-01-15,16800,C00005595
2021-04-15,20000,C00010440
2020-12-11,8300,C00000301
2020-11-21,14500,C00012992
2022-04-03,17600,C00011587
2021-09-11,41200,C00005941
2020-09-26,14300,C00001755
2020-11-08,7600,C00016280
2020-10-18,7600,C00010460
2021-12-29,38900,C00004574
2021-06-05,18000,C00016114
2021-03-03,38900,C00000861
2021-11-15,38900,C00001272
2021-03-18,16800,C00006227
2022-04-09,12400,C00010424
2021-07-17,10200,C00002770
2020-01-18,22100,C00018048
2020-11-14,18400,C00018546
2021-03-28,31000,C00003945
2020-06-10,31000,C00001676
2020-07-08,22100,C00005729
2020-02-02,15100,C00008539
2021-10-26,18900,C00011900
2020-12-20,22100,C00003680
2022-03-19,18900,C00015531
2022-03-05,18100,C00009413
2021-03-13,5890,C00000216
2022-01-02,16800,C00018803
2021-02-28,14100,C00007457
2022-02-27,14300,C00012346
2022-03-07,18900,C00006423
2020-11-22,16800,C00012155
2021-05-15,38900,C00018565
2020-03-29,32000,C00004085
2021-12-12,19800,C00017651
2021-04-24,2280,C00005693
2021-09-14,17600,C00001376
2020-01-25,5890,C00002031
2020-10-11,14500,C00007155
2022-02-03,17600,C00017380
2021-12-28,35200,C00009657
2022-02-01,17600,C00010450
2020-03-15,31000,C00002547
2022-02-26,17000,C00013818
2022-02-27,19800,C00002525
2021-12-12,19800,C00008833
2021-12-08,6800,C00001176
2020-05-13,41200,C00015648
2021-01-10,7600,C00017565
2022-03-18,18900,C00011166
2021-11-14,35200,C00015765
2020-02-20,10200,C00003774
2021-09-27,19800,C00017403
2021-12-02,7800,C00015339
2021-11-27,17000,C00009693
2020-07-26,31900,C00002133
2020-06-07,16800,C00010773
2020-03-07,17600,C00002964
2020-01-18,41200,C00010578
2021-03-06,18900,C00003728
2021-02-01,31900,C00000532
2020-09-19,16500,C00007394
2021-12-11,22100,C00016008
2021-03-17,79200,C00005323
2021-01-23,7600,C00011853
2021-03-20,5890,C00001708
2022-04-13,35200,C00007839
2021-10-17,19800,C00008435
2021-05-01,19800,C00015813
2021-12-25,7600,C00008836
2020-10-04,7600,C00002085
2021-03-07,18900,C00013057
2020-09-12,12900,C00013743
2022-02-24,14300,C00003350
2021-11-14,17000,C00008150
2021-11-12,16800,C00001070
2021-05-30,35200,C00008917
2020-11-11,7800,C00016073
2022-03-16,4300,C00006563
2020-03-02,14300,C00018446
2021-02-21,4800,C00017250
2022-01-02,20000,C00013287
2020-04-14,18400,C00001030
2021-02-27,39600,C00005575
2021-05-09,16500,C00005314
2021-10-22,31000,C00009368
2020-04-05,5280,C00012854
2022-01-23,980,C00012322
2022-03-26,4800,C00010766
2021-12-22,18900,C00002369
2021-04-10,20000,C00018498
2020-06-03,15900,C00006145
2021-12-12,7600,C00014976
2021-01-03,30800,C00006952
2021-11-26,31900,C00018241
2020-11-28,17600,C00014835
2020-03-21,41200,C00006111
2022-05-03,18900,C00004795
2021-10-24,16800,C00013181
2020-02-03,8700,C00018644
2022-01-01,19800,C00002717
2020-02-16,5280,C00005396
2020-12-20,17600,C00012336
2020-11-01,12900,C00014083
2020-09-09,980,C00003195
2021-11-14,4300,C00018093
2021-11-20,20800,C00016928
2021-10-30,16800,C00017402
2021-04-10,10000,C00015028
2020-04-23,2280,C00007017
2021-03-21,15100,C00018471
2020-12-27,20000,C00005416
2021-02-22,15900,C00001727
2020-06-07,17600,C00002589
2022-03-05,41200,C00012025
2022-02-06,21000,C00014867
2021-04-17,21000,C00010109
2021-12-06,12300,C00010939
2020-03-22,15900,C00016137
2020-01-26,18900,C00006328
2020-02-01,20000,C00005964
2021-02-10,20000,C00013932
2021-12-25,18100,C00014583
2021-04-17,14300,C00009892
2020-03-24,5280,C00017987
2021-10-15,30800,C00007989
2020-04-24,18900,C00012980
2022-01-21,4800,C00015096
2022-02-19,31900,C00011815
2020-01-04,19800,C00008577
2022-01-27,16800,C00018362
2021-10-09,50400,C00006917
2022-03-21,18000,C00018854
2021-11-28,5280,C00012769
2020-01-12,31900,C00009405
2022-04-03,17600,C00015772
2021-02-14,18100,C00002333
2020-02-12,18900,C00005715
2020-10-03,21000,C00005412
2022-01-09,18900,C00001839
2021-08-06,31900,C00011829
2020-04-14,11000,C00009099
2020-10-28,19400,C00003761
2021-11-07,16800,C00006615
2021-09-10,7600,C00014944
2021-03-22,17000,C00007350
2022-03-27,14100,C00003588
2021-09-18,31900,C00004873
2020-01-12,41200,C00017770
2021-12-10,12400,C00018047
2021-12-07,38900,C00014865
2020-03-07,16500,C00017072
2021-10-23,7900,C00009815
2022-04-03,5890,C00012993
2020-12-28,14100,C00011001
2022-05-29,30800,C00008691
2022-03-17,17000,C00009496
2020-03-28,16500,C00007611
2022-02-19,41200,C00013034
2022-04-24,16800,C00003613
2021-05-15,16800,C00015628
2021-03-05,10200,C00005116
2021-10-03,16800,C00017775
2020-02-29,17600,C00017027
2021-05-24,35200,C00015364
2020-10-07,18900,C00000630
2022-02-02,18100,C00013743
2022-05-28,18900,C00000118
2021-10-24,11000,C00012650
2021-06-05,35200,C00013696
2021-03-14,16800,C00018186
2022-03-13,5280,C00016241
2021-03-07,19800,C00003913
2021-12-23,14100,C00004717
2021-06-17,22100,C00001219
2021-09-26,12400,C00017294
2022-04-18,44200,C00017869
2021-01-03,19800,C00018077
2021-12-23,18900,C00013486
2020-04-30,7900,C00011742
2021-02-20,18900,C00013960
2021-05-16,61600,C00000874
2021-01-07,1200,C00005443
2021-11-13,14500,C00018336
2021-04-18,980,C00004683
2021-01-31,12900,C00018125
2020-01-18,16800,C00008382
2020-03-22,16800,C00008836
2021-04-14,17600,C00016636
2021-01-24,22100,C00013799
2022-03-05,16500,C00009388
2022-01-19,7600,C00009455
2020-10-04,18900,C00012710
2021-04-30,18900,C00000644
2022-02-02,12900,C00004134
2022-01-14,7600,C00001453
2021-06-27,19800,C00011117
2021-05-31,19800,C00018370
2022-04-15,31000,C00011080
2021-02-20,38900,C00010617
2020-01-01,2280,C00018611
2022-03-02,14100,C00005276
2021-04-17,1200,C00018951
2021-02-07,39600,C00007571
2020-11-08,15100,C00012787
2020-08-04,8900,C00009977
2021-10-10,19800,C00016678
2022-04-03,15900,C00008276
2022-03-13,22000,C00007062
2020-10-11,7600,C00006652
2021-11-06,7600,C00002745
2022-01-01,18900,C00015244
2022-02-09,38900,C00012641
2021-03-04,15900,C00003129
2020-05-17,19400,C00010881
2020-03-16,21000,C00008005
2020-11-09,19800,C00012980
2022-05-28,16800,C00018818
2022-01-08,16800,C00010961
2020-05-24,6840,C00007059
2022-02-13,38900,C00018984
2022-03-20,2180,C00012869
2022-02-12,35200,C00012958
2021-05-11,20000,C00016099
2021-01-31,14500,C00005571
2020-09-20,50400,C00006136
2022-05-08,10000,C00010016
2020-05-22,17600,C00011775
2021-01-02,20800,C00012210
2021-06-06,7600,C00016866
2020-05-23,18400,C00002994
2022-03-28,14300,C00000982
2020-04-25,21000,C00012879
2021-09-25,1200,C00016701
2021-03-13,14300,C00003977
2022-03-28,5280,C00010175
2022-04-02,18100,C00017549
2020-02-29,19800,C00014453
2021-01-13,7600,C00001727
2020-11-14,2280,C00014383
2020-12-25,41200,C00001607
2022-01-21,18100,C00003284
2021-05-18,6800,C00018365
2022-04-15,16800,C00016234
2021-12-15,20000,C00012026
2022-02-06,8900,C00013136
2021-06-21,19800,C00017685
2020-05-03,16800,C00013539
2021-11-20,16800,C00004861
2021-11-20,31900,C00012384
2020-06-15,5890,C00013161
2022-03-24,19400,C00002515
2021-01-24,7600,C00011544
2021-11-14,2280,C00016744
2022-03-06,14300,C00008336
2020-03-29,18900,C00005559
2022-03-22,21000,C00010044
2022-01-14,9800,C00011863
2021-09-19,7800,C00007072
2021-05-01,21000,C00004143
2021-04-24,18900,C00011886
2022-02-05,4300,C00015633
2020-02-11,21000,C00016169
2021-07-31,18900,C00015626
2021-12-25,17600,C00017001
2020-11-23,19400,C00003941
2021-04-25,30800,C00007279
2021-02-28,14300,C00016198
2021-01-17,2280,C00005602
2020-01-16,2180,C00013568
2022-04-24,17600,C00010016
2020-12-23,18400,C00016731
2022-01-01,39600,C00002785
2022-03-26,17600,C00003803
2022-02-21,15100,C00016061
2022-04-06,17600,C00018793
2022-04-09,38900,C00016107
2021-03-13,31000,C00007154
2021-01-07,17600,C00010971
2022-01-12,21000,C00004131
2021-01-27,7900,C00005057
2020-04-11,19800,C00016377
2020-06-20,22100,C00017975
2021-12-18,980,C00008359
2022-02-12,17600,C00009099
2020-04-12,6800,C00008391
2022-02-26,7600,C00018573
2021-01-10,4800,C00017066
2020-03-28,20000,C00001271
2020-02-16,9800,C00003061
2020-02-01,18900,C00017037
2022-03-11,21000,C00012142
2022-01-05,7900,C00012331
2020-06-21,20000,C00016846
2021-01-23,21000,C00013454
2021-03-02,31900,C00008319
2020-12-24,14100,C00013932
2021-11-21,31000,C00004772
2021-11-21,1960,C00007965
2021-02-15,2280,C00002240
2020-11-29,22100,C00009553
2022-04-16,20800,C00006629
2021-12-25,9800,C00011944
2020-09-30,18100,C00016831
2022-01-09,17000,C00006287
2022-04-16,14500,C00001373
2021-01-03,21000,C00000308
2021-12-04,4300,C00014942
2020-06-10,11000,C00008783
2022-03-28,31900,C00017843
2022-04-10,10200,C00005933
2021-09-19,2180,C00003359
2022-03-27,17600,C00016574
2022-02-14,16500,C00007375
2020-11-02,2280,C00018455
2020-06-24,29400,C00006996
2021-12-19,14100,C00018716
2021-04-15,39600,C00017467
2021-10-08,19800,C00007385
2022-02-15,18900,C00014686
2022-02-19,14100,C00002026
2022-04-03,17600,C00005008
2022-03-01,33600,C00009667
2021-04-04,19400,C00017565
2022-03-20,22100,C00015533
2021-02-20,18900,C00010845
2021-02-20,7600,C00004070
2021-06-12,41200,C00013679
2021-02-28,7800,C00015381
2020-01-10,7600,C00013060
2020-02-25,44200,C00015795
2020-01-11,7600,C00011732
2021-03-19,18100,C00005455
2022-02-11,1200,C00016691
2021-02-12,18900,C00001681
2020-08-18,31900,C00004826
2022-03-12,21000,C00018026
2021-12-13,18900,C00016099
2021-03-21,17600,C00016964
2020-03-30,2280,C00001275
2021-12-11,11000,C00004857
2021-02-13,18400,C00002623
2021-01-24,39600,C00015896
2020-01-25,17000,C00016288
2021-12-04,19400,C00011189
2021-09-08,31000,C00017524
2020-05-10,36000,C00013135
2022-01-15,14500,C00015613
2021-11-13,35200,C00009835
2022-01-15,31900,C00013871
2020-10-10,2180,C00013526
2022-02-06,5890,C00005913
2020-10-22,19800,C00002694
2022-01-31,22100,C00004278
2022-01-16,14100,C00002790
2021-12-17,6800,C00000917
2022-04-20,20800,C00003205
2020-12-23,7800,C00008105
2022-05-28,7800,C00011028
2021-10-10,70400,C00010924
2020-11-15,7600,C00013831
2022-03-13,39600,C00002167
2021-09-02,14100,C00015712
2021-03-14,21000,C00005129
2021-01-30,6800,C00004790
2020-10-31,31900,C00003864
2020-04-11,8700,C00007483
2021-04-03,11000,C00004969
2021-03-12,18400,C00011376
2022-03-20,22100,C00005403
2022-03-13,18000,C00011895
2022-02-03,10200,C00009194
2021-12-25,31900,C00000619
2021-02-20,15100,C00005110
2022-03-05,12900,C00015636
2020-04-23,38900,C00018297
2021-06-02,11000,C00015517
2020-04-04,16800,C00018674
2020-02-23,19800,C00007406
2021-11-28,22100,C00000604
2022-01-29,20000,C00008016
2020-06-06,18000,C00018848
2022-01-30,8900,C00009412
2020-12-06,17600,C00013812
2020-01-23,8700,C00014465
2020-12-27,12900,C00018405
2021-12-24,4300,C00009496
2021-06-26,16800,C00004772
2022-02-27,22100,C00010876
2021-12-21,31900,C00008391
2021-03-14,19800,C00004793
2022-01-15,41200,C00005707
2022-03-29,18900,C00008640
